251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  1.185
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  1.287
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  1282375080507.644
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.117
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.120
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.323
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  1743.963
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.583
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.583
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  0.283
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 2000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  inf
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  43349975865213752.000
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2.222
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2.222
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2.005
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2.222
251, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2.005
1001, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  1.624
201, 1.0, 9.00, 81, 1, 1,  30000000.00, 90.00, 0.500, 6, 16.0, 99000, 4000,  2158157829200346349568.000
