51, 9.00, 81, 1, 1,  30.00, 60.00, 1.650, 6, 16.0, 99000, 2000,  0.428, 0.173, 0.010, 0.188, 0.151 
51, 9.00, 81, 1, 1,  30.00, 60.00, 1.250, 6, 16.0, 99000, 2000,  0.479, 0.216, 0.008, 0.227, 0.199 
51, 9.00, 81, 1, 1,  30.00, 60.00, 2.200, 6, 16.0, 99000, 2000,  0.371, 0.120, 0.013, 0.141, 0.092 
51, 9.00, 81, 1, 1,  30.00, 60.00, 1.050, 6, 16.0, 99000, 2000,  0.515, 0.243, 0.013, 0.284, 0.224 
51, 6.00, 81, 1, 1,  30.00, 60.00, 2.200, 6, 8.0, 99000, 2000,  0.371, 0.104, 0.012, 0.126, 0.081 
51, 6.00, 81, 1, 1,  30.00, 60.00, 1.650, 6, 8.0, 99000, 2000,  0.428, 0.155, 0.011, 0.171, 0.134 
51, 6.00, 81, 1, 1,  30.00, 60.00, 1.250, 6, 8.0, 99000, 2000,  0.479, 0.196, 0.008, 0.208, 0.179 
51, 6.00, 81, 1, 1,  30.00, 60.00, 1.050, 6, 8.0, 99000, 2000,  0.515, 0.220, 0.008, 0.238, 0.203 
51, 3.00, 81, 1, 1,  30.00, 60.00, 1.050, 6, 4.0, 99000, 2000,  0.515, 0.196, 0.006, 0.203, 0.179 
51, 3.00, 81, 1, 1,  30.00, 60.00, 1.250, 6, 4.0, 99000, 2000,  0.479, 0.173, 0.007, 0.182, 0.155 
51, 3.00, 81, 1, 1,  30.00, 60.00, 2.200, 6, 4.0, 99000, 2000,  0.371, 0.085, 0.006, 0.098, 0.074 
51, 3.00, 81, 1, 1,  30.00, 60.00, 1.650, 6, 4.0, 99000, 2000,  0.428, 0.130, 0.009, 0.144, 0.111 
51, 1.00, 81, 1, 1,  30.00, 60.00, 1.050, 6, 2.0, 99000, 2000,  0.515, 0.159, 0.002, 0.162, 0.156 
51, 1.00, 81, 1, 1,  30.00, 60.00, 1.250, 6, 2.0, 99000, 2000,  0.479, 0.132, 0.002, 0.135, 0.129 
51, 1.00, 81, 1, 1,  30.00, 60.00, 2.200, 6, 2.0, 99000, 2000,  0.371, 0.055, 0.001, 0.057, 0.054 
51, 1.00, 81, 1, 1,  30.00, 60.00, 1.650, 6, 2.0, 99000, 2000,  0.428, 0.073, 0.001, 0.076, 0.072 
